Bacalhau à Brás,74.20696175050534
Bife à Parmegiana,61.5996257033232
Café com Leite,31.845956785972184
Cappuccino,36.962559548545244
Carne de Sol com Macaxeira,50.610011417294004
Cerveja Artesanal,75.6429169356467
Cerveja IPA,35.445772419321386
Cerveja Long Neck,45.14889727440364
Coca-Cola Zero,59.95863340602885
Costela no Bafo,44.40463348374294
Escondidinho de Carne Seca,49.5129550057641
Espumante Taça,45.82770332210238
Estrogonofe de Frango,79.1926350844231
Filé Mignon ao Molho Madeira,56.80321240746119
Frango Grelhado com Legumes,55.65942792864485
Frango Xadrez,59.69533258913991
Gin Tônica,52.021804873563525
Hambúrguer Artesanal,59.09807296005506
Kibe Assado,45.682803494560545
Lasanha de Carne,37.53319569309308
Mate Leão,27.208409798322535
Milkshake de Morango,52.05878410084581
Moqueca de Peixe,43.22778917032345
Nhoque ao Sugo,55.92003416140679
Panqueca de Frango,36.00611938354972
Polenta com Ragu,39.3626701130906
Refrigerante Lata,62.33295104663671
Refrigerante Zero,23.46175164334641
Risoto de Camarão,57.77264206081831
Salmão Grelhado,76.10910414281472
Spaghetti à Bolonhesa,62.03983487288274
Suco de Maracujá,40.30176915560845
Suco de Uva Integral,49.14226039424497
Tequila Shot,68.6912170724996
Tilápia Frita,73.44972576901745
Vinho Branco Suave Taça,52.23559321442727
Whisky,59.673310010194804
Yakissoba,55.35816244460341
Água com Gás,68.33375674987317
