Bacalhau à Brás,69.9773701563623
Bife à Parmegiana,66.39632092342362
Cachorro-Quente Gourmet,72.31381151508936
Café com Leite,34.76486390994815
Caipirinha de Limão,51.331276837819985
Cappuccino,57.864735959284936
Cerveja IPA,40.060478203181994
Cerveja Lager,56.04222056713654
Cerveja Long Neck,50.67804565934337
Coca-Cola Zero,23.358909073962366
Escondidinho de Carne Seca,46.67295193517752
Espumante Taça,47.9191613158885
Estrogonofe de Frango,39.83835162488608
Filé Mignon ao Molho Madeira,39.37043143237636
Frango Grelhado com Legumes,58.471619180487046
Frango Xadrez,32.93428046601218
Gin Tônica,21.691118438059526
Hambúrguer Artesanal,30.115494288896006
Ice,25.899133441978996
Lasanha de Carne,42.881073247242625
Limonada Suíça,60.40976716643922
Macarronada,73.21328261522959
Mate Leão,66.88884926727488
Milkshake de Morango,37.33871786216518
Moqueca de Peixe,56.46521212624192
Nhoque ao Sugo,30.109966088907157
Panqueca de Frango,65.9298427876915
Picanha na Chapa,75.82685109328206
Polenta com Ragu,25.732437685373746
Refrigerante Lata,64.5357508590842
Risoto de Camarão,23.078024176022126
Rum com Coca,78.46916797910424
Salmão Grelhado,22.752523557197406
Spaghetti à Bolonhesa,77.68313166616181
Suco Natural de Laranja,46.67866932228989
Suco de Maracujá,39.202749019193476
Suco de Uva Integral,30.884756633144832
Tequila Shot,43.66635555194041
Tilápia Frita,68.84571232618546
Vinho Branco Suave Taça,58.96778949079914
Whisky,35.655552036882966
Yakissoba,63.14746023404843
Água com Gás,61.313743398520366
Água de Coco,22.358245572399962
