Bacalhau à Brás,56.114256065917644
Bife à Parmegiana,49.31904918293291
Café com Leite,63.01638693698799
Caipirinha de Limão,20.82853744666958
Cappuccino,30.1893102186628
Carne de Sol com Macaxeira,61.06336829876618
Cerveja Artesanal,64.77572382201913
Cerveja IPA,23.48515985397434
Cerveja Long Neck,41.3964754507657
Coca-Cola Zero,33.136468837461535
Costela no Bafo,45.46549449632823
Espumante Taça,30.675191848370055
Estrogonofe de Frango,28.281868112468153
Frango Grelhado com Legumes,58.42062291880736
Frango Xadrez,35.72269572411518
Gin Tônica,57.92093950520357
Guaraná Antártica,24.00623196592779
Hambúrguer Artesanal,70.66730048889661
Ice,52.48325688685776
Kibe Assado,55.15864545339395
Lasanha de Carne,50.297640731967235
Limonada Suíça,55.29231227257943
Milkshake de Morango,56.16890432205417
Mojito,40.64156422953825
Negroni,56.86337490990117
Nhoque ao Sugo,25.46459041118564
Picanha na Chapa,28.798938235116562
Polenta com Ragu,68.76723787976235
Refrigerante Lata,49.665983208872916
Refrigerante Zero,37.13116552071995
Risoto de Camarão,32.43720270924532
Rum com Coca,30.071412285954587
Salmão Grelhado,26.36395983624219
Spaghetti à Bolonhesa,39.91746491405844
Suco de Maracujá,43.74891517599448
Suco de Uva Integral,78.22167749809104
Tequila Shot,30.783912810228255
Tilápia Frita,77.93757241494131
Whisky,79.36626169682967
Yakissoba,64.38607670660159
Água Mineral,48.1656122275527
Água com Gás,32.73522671670127
Água de Coco,68.58630448062735
